k 	 a 	 b 	 (b - a) 	 (bPrev - aPrev) / (b - a) 	 x1 	 x2 	 f1 	 f2 
1	-2.0000000000000000	20.0000000000000000	22.0000000000000000	1.6180339887498949	6.4032522475023139	6.4032522475023139	19.3886303551341790	19.3886303551341790
2	-2.0000000000000000	11.5967477524976861	13.5967477524976861	1.6180339887498947	3.1934955049953730	6.4032522475023139	1.4244315204441604	19.3886303551341790
3	-2.0000000000000000	6.4032522475023139	8.4032522475023139	1.0000000000000000	1.2097567425069409	3.1934955049953730	0.6244844060132414	1.4244315204441604
4	-2.0000000000000000	6.4032522475023139	8.4032522475023139	1.6180339887498951	-0.0162612375115685	1.2097567425069409	4.0653093778916825	0.6244844060132414
5	-2.0000000000000000	3.1934955049953730	5.1934955049953730	1.6180339887498938	1.2097567425069409	1.9674775249768630	0.6244844060132414	0.0010577113816306
6	-0.0162612375115685	3.1934955049953730	3.2097567425069418	1.6180339887498967	1.9674775249768630	2.4357747225254505	0.0010577113816306	0.1898996087921334
7	1.2097567425069409	3.1934955049953730	1.9837387624884322	1.6180339887498902	1.6780539400555285	1.9674775249768630	0.1036492655137692	0.0010577113816306
8	1.2097567425069409	2.4357747225254505	1.2260179800185096	1.6180339887499087	1.9674775249768630	2.1463511376041162	0.0010577113816306	0.0214186554780190
9	1.6780539400555285	2.4357747225254505	0.7577207824699219	1.6180339887498587	1.8569275526827820	1.9674775249768630	0.0204697251813381	0.0010577113816306
10	1.6780539400555285	2.1463511376041162	0.4682971975485877	1.6180339887499893	1.9674775249768630	2.0358011653100352	0.0010577113816306	0.0012817234375565
11	1.8569275526827820	2.1463511376041162	0.2894235849213342	1.6180339887496498	1.9252511930159546	1.9674775249768630	0.0055873841455381	0.0010577113816306
12	1.8569275526827820	2.0358011653100352	0.1788736126272532	1.6180339887505428	1.9674775249768630	1.9935748333491272	0.0010577113816306	0.0000412827664915
13	1.9252511930159546	2.0358011653100352	0.1105499722940806	1.6180339887482091	1.9935748333491272	2.0097038569377714	0.0000412827664915	0.0000941648394687
14	1.9674775249768630	2.0358011653100352	0.0683236403331722	1.6180339887543083	1.9836065485655070	1.9935748333491272	0.0002687452499351	0.0000412827664915
15	1.9674775249768630	2.0097038569377714	0.0422263319609084	1.6180339887382988	1.9935748333491272	1.9997355721541510	0.0000412827664915	0.0000000699220857
16	1.9836065485655070	2.0097038569377714	0.0260973083722644	1.6180339887802311	1.9997355721541510	2.0035431181327477	0.0000000699220857	0.0000125536861026
17	1.9935748333491272	2.0097038569377714	0.0161290235886442	1.6180339886704374	1.9973823793277237	1.9997355721541510	0.0000068519379839	0.0000000699220857
18	1.9935748333491272	2.0035431181327477	0.0099682847836204	1.6180339889578588	1.9997355721541510	2.0011899253063201	0.0000000699220857	0.0000014159222346
19	1.9973823793277237	2.0035431181327477	0.0061607388050240	1.6180339882054382	1.9988367324798930	1.9997355721541510	0.0000013531913233	0.0000000699220857
20	1.9973823793277237	2.0011899253063201	0.0038075459785964	1.6180339901756065	1.9997355721541510	2.0002910856320626	0.0000000699220857	0.0000000847308452
21	1.9988367324798930	2.0011899253063201	0.0023531928264271	1.6180339850170866	1.9993922459578046	1.9997355721541510	0.0000003693649758	0.0000000699220857
22	1.9988367324798930	2.0002910856320626	0.0014543531521696	1.6180339985217143	1.9997355721541510	1.9999477594357162	0.0000000699220857	0.0000000027290766
23	1.9993922459578046	2.0002910856320626	0.0008988396742580	1.6180339631669403	1.9999477594357162	2.0000788983504973	0.0000000027290766	0.0000000062249497
24	1.9997355721541510	2.0002910856320626	0.0005555134779116	1.6180340557269424	1.9998667110689319	1.9999477594357162	0.0000000177659391	0.0000000027290766
